126552	953027	60711	125896	476533	811794	591376	5216	196833	97358	122359	62457
126090	930660	61051	131842	497017	805300	605191	5054	193533	98466	126194	64440
125299	938284	63188	138982	524616	786889	626357	5177	191739	101388	135369	66763
125150	955094	64965	146000	556359	829837	632893	5131	188024	102606	140513	68370
124514	989696	69261	153952	591022	837944	647233	5218	190898	107092	147300	67848
123644	995985	70570	157990	626106	836115	672811	5362	197482	107640	150400	65397
128916	1011157	72717	170313	663711	790786	713627	5245	201209	105600	155268	64986
134401	967850	73517	161660	696507	766624	743849	5331	196029	100766	155555	65154
140415	959583	70716	167391	725221	771825	785103	5628	198202	99708	157972	65580
145418	954065	68753	170969	745054	749076	833303	5897	196699	100118	166431	66720
146675	942967	67113	171940	758128	772465	874181	5989	199726	102090	172046	67358
146869	920783	65818	172754	760340	824109	876933	6311	202271	106678	173206	66041
147333	935934	66405	176170	758665	875447	890695	6353	212370	110385	169405	63108
149931	948735	65519	168700	750509	902348	907279	6504	221127	111472	162856	57481
155618	1042715	66345	172093	741543	907721	900800	6994	240362	118978	163863	59688
160117	1153319	65250	170384	732276	886767	929858	7317	252739	123841	162255	61875
166036	1208122	64368	180655	725369	884365	919530	7391	264801	127757	159416	64202
163833	1298062	63085	173239	720091	877548	928215	7576	271362	136379	155172	65672
160910	1361271	61620	176963	714898	879879	954250	7732	260113	140552	153848	70847
161744	1396023	60123	178774	709789	907268	956201	7953	258114	140706	154236	73085
159531	1436163	59966	174441	707487	908837	970304	8027	259756	141764	155803	73691
161267	1446132	59970	166694	700843	927025	914451	7987	264760	142883	157863	74021
157743	1471934	59821	160970	689558	915686	886973	8218	269524	144385	160050	75669
155124	1463934	58243	155768	677877	887306	872532	7866	265525	143401	156019	76785
152724	1419889	57853	156155	667296	895022	845262	7634	261123	140495	154535	75842
151015	1399349	56569	154490	650854	886830	827172	7472	258950	137242	155071	75644
148114	1361891	56442	171604	639236	890635	791580	7389	252643	132052	154642	75526
145048	1319398	54628	157281	629064	867446	785668	7179	250854	127626	147189	75408
144213	1253391	53363	154095	612992	871704	776468	7036	244306	122058	145881	73214
138653	1228841	52998	152770	593096	863549	766214	7006	239688	119805	146000	76677
139623	1199763	51467	154764	571879	857451	758632	6679	236046	118011	138844	78971
138740	1166096	49960	153877	553339	861289	727320	6405	230785	109940	141609	78454
140488	1148046	50279	145864	536969	844813	722944	6465	227712	104727	137976	78732
139514	1113855	49047	137253	522222	856007	724678	6148	224473	101696	133342	78023
139635	1117256	48760	140738	508757	842957	755727	6088	225103	100774	136332	80915
118199	1095815	46877	140314	503736	871637	760576	5569	217476	96400	134397	78431
117775	1103272	46301	148127	503467	862913	797689	5613	218737	99199	133637	81392
111809	1065894	46120	124136	494369	858962	783504	5546	221656	100301	130104	84037
98251	980565	45508	130242	488132	845226	788096	5533	228295	103559	132861	85645
90132	923799	44658	141190	488888	803677	615308	5332	240080	104990	121830	85338
100376	810138	43059	145008	480211	612177	635891	5059	247016	87560	116954	83157
108626	718034	40816	132117	465693	605301	646520	4423	177031	72091	122966	74150
110414	952224	37856	122773	448956	587564	646317	4310	184262	92733	116486	59600
105981	967657	36313	100468	429989	546893	654631	4385	174083	91530	112893	56435
103626	941731	34309	104181	422548	493667	721837	4284	159871	90710	107493	45273
102754	1138052	31659	97237	390406	512984	713730	3928	151468	104250	101880	65316
104484	1198112	30690	136220	367948	542022	696075	3974	154409	111182	104775	46485
103944	1171624	30565	117347	365710	533165	646509	4103	147153	106644	107702	53720
107710	1089904	28983	124240	376842	529476	615596	3913	142490	73232	108505	51690
107547	1013057	27703	118997	368700	531951	632018	3710	132479	65669	105172	48209
106638	979443	27147	125871	388760	521449	615596	3707	130076	63863	106838	45434
99074	937396	26142	123411	402006	534224	600441	3487	125308	62045	107774	45136
96447	862525	25206	126236	405237	514497	580773	3441	121801	61665	100445	42627
92737	688150	24101	119012	396279	526839	582060	3375	117279	62280	99384	39745
91678	677310	23307	111981	389727	514960	596980	3360	117136	63244	97921	41191
90440	679357	22365	104824	378747	510477	541032	3559	111825	62203	94571	41383
86923	704524	21555	123853	364149	478174	526718	3502	109951	63215	90316	41390
83632	669442	20447	93000	345286	465207	510133	3327	101866	59881	81427	39754
78287	649616	19043	97331	329605	444529	484324	3018	98217	58192	78966	37960
76084	589997	18061	84613	309602	432148	463822	2915	90726	55070	72670	34767
71790	562120	17233	86229	291581	414885	439792	2578	87103	54180	71744	33152
51023	536004	16069	73705	271482	392184	420227	2285	81687	52913	66096	31464
33586	477455	15088	58938	254478	371991	391484	2105	77791	49951	60645	28417
30990	443098	13828	47686	233167	353677	364567	2003	73968	47829	54144	26792
32419	432259	12841	50280	212080	343963	337645	1680	66618	44742	47446	23529
36056	418011	11138	35606	187012	321139	205027	1576	61049	40800	43784	21720
38192	374843	10387	48123	163673	185206	144450	1508	56151	35225	39585	19785
33953	232194	9208	22189	139890	143404	138027	1004	42423	25018	30538	13091
29704	178132	7323	21553	119242	115427	155051	774	35589	15210	22872	13492
24429	153963	5768	19592	101313	95894	175004	707	32106	12634	20833	11680
21075	140297	5225	14169	87893	103430	158090	626	27341	11558	17488	9588
17130	137679	4313	11510	74736	136780	136676	628	22898	12040	14287	8193
14462	135486	3700	11204	63044	114519	114425	551	19789	13106	12922	6924
