0.00334963	0.005110421	NaN	NaN	0.001174297	NaN	0.000729847	0.015126178	0.003719689	0.007318555	NaN	0.001895601
0.007204517	0.018920228	NaN	NaN	0.002600771	NaN	0.001071086	0.051582291	0.008728511	0.021326427	NaN	0.005333509
0.008785645	0.022384078	NaN	NaN	0.003592429	NaN	0.001527458	0.059747565	0.011154899	0.022147401	NaN	0.007048447
0.007045897	0.016529002	NaN	NaN	0.003088695	NaN	0.001549637	0.047599757	0.009132121	0.015061619	NaN	0.005611156
0.005388432	0.010656633	NaN	NaN	0.002228472	NaN	0.001224536	0.030120942	0.007199577	0.010240871	NaN	0.003478714
0.003853698	0.008033444	NaN	NaN	0.00170746	NaN	0.000923164	0.024521113	0.005312116	0.008039279	NaN	0.002108226
0.002923782	0.007265193	NaN	NaN	0.001287001	NaN	0.000744566	0.01944323	0.004057656	0.006897764	NaN	0.001525904
0.002623507	0.005290375	NaN	NaN	0.000980137	NaN	0.00062101	0.014322525	0.003189041	0.00586918	NaN	0.000991212
0.002476463	0.003974275	NaN	NaN	0.000769042	NaN	0.000576194	0.014328197	0.002910927	0.005082166	NaN	0.000877944
0.00135658	0.002661331	NaN	NaN	0.000699567	NaN	0.000538369	0.011397922	0.002361384	0.003951836	NaN	0.000952001
0.00135658	0.002255065	NaN	NaN	0.000625651	NaN	0.000481004	0.007241015	0.002379315	0.003742062	NaN	0.000520089
0.00135658	0.00156595	NaN	NaN	0.000495311	NaN	0.000393272	0.003828973	0.001174757	0.003282076	NaN	0.000271402
0.00135658	0.001007589	NaN	NaN	0.000377369	NaN	0.000321788	0.003186292	0.000654919	0.003361452	NaN	0.000175045
0.00135658	0.000738698	NaN	NaN	0.000288459	NaN	0.000293104	0.003155996	0.000452951	0.001885178	NaN	0.000158013
0.00135658	0.000873653	NaN	NaN	0.000197666	NaN	0.000245397	0.006089074	0.000420175	0.00353006	NaN	0.000120373
